item_id,y_clean,y_obs,contaminated,model,pi,dose,mix,seed
college_biology/37,0.49684396386146545,0.6111621856689453,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/38,0.9775083065032959,0.977362871170044,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/39,0.1124400794506073,0.051454562693834305,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/40,0.3183232843875885,0.3694247305393219,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/41,0.3641262948513031,0.37670645117759705,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/42,0.99600750207901,0.991969645023346,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/43,0.7051841616630554,0.6354538202285767,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/44,0.45819857716560364,0.4307197332382202,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/45,0.05995221808552742,0.09989264607429504,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/46,0.1437641829252243,0.1304035782814026,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/47,0.918129026889801,0.9195969104766846,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/48,0.6623031497001648,0.6430793404579163,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/49,0.8455824851989746,0.8154558539390564,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/50,0.7017077803611755,0.5545326471328735,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/51,0.3277090787887573,0.2380744367837906,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/52,0.6770631670951843,0.7123596668243408,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/53,0.05147393420338631,0.05165088176727295,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/54,0.24767933785915375,0.25421541929244995,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/55,0.2967051565647125,0.2071470469236374,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/56,0.12467098236083984,0.07325740158557892,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/57,0.8408691883087158,0.6811671257019043,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/58,0.3924880921840668,0.234768807888031,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/59,0.9974024891853333,0.9971457123756409,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/60,0.8720700144767761,0.7052639722824097,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/61,0.6988823413848877,0.5475173592567444,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/62,0.9843648672103882,0.9850629568099976,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/63,0.22915363311767578,0.16015179455280304,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/64,0.1797037422657013,0.17577405273914337,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/65,0.06687655299901962,0.0666411742568016,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/66,0.45218977332115173,0.483981192111969,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/67,0.09599027782678604,0.0692913755774498,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/68,0.9743385910987854,0.974811851978302,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/69,0.7711538076400757,0.7402488589286804,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/70,0.6964226961135864,0.7977810502052307,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/71,0.4819801449775696,0.4825165867805481,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/72,0.8025171756744385,0.8807857632637024,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/73,0.4076455235481262,0.3859471082687378,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/74,0.16861870884895325,0.1494690179824829,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/75,0.23429778218269348,0.25178855657577515,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/76,0.9984461665153503,0.996417760848999,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/77,0.6418440937995911,0.8086479902267456,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/78,0.17672082781791687,0.16517025232315063,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/79,0.17758825421333313,0.17680026590824127,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/80,0.07502078264951706,0.0805208757519722,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/81,0.9242544174194336,0.8868935108184814,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/82,0.9991220831871033,0.9976338148117065,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/83,0.586393415927887,0.69368577003479,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/84,0.9186782240867615,0.9068714380264282,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/85,0.5162244439125061,0.6587057113647461,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/86,0.9649735689163208,0.956462025642395,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/87,0.760348379611969,0.7614884972572327,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/88,0.9953727126121521,0.9911643862724304,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/89,0.663116991519928,0.6303110718727112,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/90,0.4695224463939667,0.4966977536678314,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/91,0.9989527463912964,0.9968079924583435,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/92,0.9943270087242126,0.9934605360031128,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/93,0.016398847103118896,0.03804156556725502,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/94,0.9911707639694214,0.9892081618309021,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/95,0.3826534152030945,0.21138639748096466,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/96,0.35228127241134644,0.4054161310195923,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/97,0.832207202911377,0.6572544574737549,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/98,0.09541411697864532,0.23354962468147278,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/99,0.9876673221588135,0.9771019816398621,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/100,0.350065678358078,0.40145108103752136,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/101,0.23291665315628052,0.2752431333065033,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/102,0.8356863856315613,0.8560143709182739,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/103,0.2827049791812897,0.33362019062042236,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/104,0.9078003168106079,0.9375020265579224,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/105,0.893564760684967,0.8831602334976196,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/106,0.24730992317199707,0.20172695815563202,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/107,0.03631003201007843,0.02461286075413227,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/108,0.043180886656045914,0.04895271360874176,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/109,0.7383955121040344,0.7025026679039001,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/110,0.13269832730293274,0.1632668524980545,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/111,0.9942359328269958,0.9959873557090759,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/112,0.877133309841156,0.7875184416770935,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/113,0.9935070276260376,0.9749969840049744,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/114,0.9952492713928223,0.9953269958496094,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/115,0.056575071066617966,0.08513990789651871,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/116,0.054964613169431686,0.10314009338617325,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/117,0.996276319026947,0.9904990792274475,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/118,0.41184571385383606,0.4430638551712036,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/119,0.32312560081481934,0.3213755786418915,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/120,0.9000909328460693,0.9241290092468262,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/121,0.9567056894302368,0.9245715141296387,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/122,0.19883993268013,0.15817046165466309,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/123,0.9975612163543701,0.9911388754844666,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/124,0.11289273947477341,0.11833256483078003,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/125,0.44049930572509766,0.515441358089447,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/126,0.9174318909645081,0.7444785237312317,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/127,0.43992528319358826,0.33586642146110535,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/128,0.38937798142433167,0.3758166432380676,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/129,0.9227985739707947,0.8957391381263733,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/130,0.6703242659568787,0.6961944103240967,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/131,0.17096365988254547,0.16093812882900238,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/132,0.7970154285430908,0.8373491168022156,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/133,0.9328098893165588,0.7753058075904846,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/134,0.9701429605484009,0.9777851104736328,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/135,0.25039973855018616,0.42512866854667664,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/136,0.24158082902431488,0.2070653736591339,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/137,0.5041355490684509,0.4787021577358246,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/138,0.9959501028060913,0.9902987480163574,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/139,0.43389633297920227,0.5007545351982117,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/140,0.9295797944068909,0.9123584032058716,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/141,0.9950695037841797,0.9938606023788452,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/142,0.7677395343780518,0.5590046048164368,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
college_biology/143,0.39515912532806396,0.2659139931201935,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/0,0.43577998876571655,0.48062363266944885,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/1,0.19498397409915924,0.19016829133033752,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/2,0.05701562389731407,0.051564477384090424,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/3,0.5908172726631165,0.5946681499481201,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/4,0.9935749173164368,0.9919935464859009,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/5,0.8247880935668945,0.6375734806060791,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/6,0.6591474413871765,0.7047572731971741,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/7,0.959632933139801,0.9659299254417419,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/8,0.9970439076423645,0.9941241145133972,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/9,0.6464952826499939,0.6623724699020386,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/10,0.6742181181907654,0.7705270051956177,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/11,0.0021052269730716944,0.01619781367480755,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/12,0.2708399295806885,0.3132273554801941,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/13,0.3642736077308655,0.5144342184066772,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/14,0.19903677701950073,0.1509515643119812,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/15,0.040165144950151443,0.16219857335090637,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/16,0.3934416174888611,0.25551897287368774,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/17,0.4663226902484894,0.4481595754623413,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/18,0.4280382990837097,0.423289030790329,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/19,0.3161003887653351,0.26864755153656006,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/20,0.45912471413612366,0.2896236479282379,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/21,0.1400909721851349,0.15389101207256317,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/22,0.20636895298957825,0.21406127512454987,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/23,0.4039016664028168,0.31855982542037964,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/24,0.20836740732192993,0.35423991084098816,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/25,0.3693895936012268,0.3666374683380127,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/26,0.029914185404777527,0.019594905897974968,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/27,0.5076839327812195,0.3640161156654358,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/28,0.4968160092830658,0.3650773763656616,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/29,0.32959404587745667,0.413311243057251,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/30,0.32638680934906006,0.2581319212913513,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/31,0.4095306396484375,0.3314507305622101,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/32,0.2523258626461029,0.37910789251327515,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/33,0.4108283221721649,0.342632532119751,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/34,0.031433191150426865,0.009557990357279778,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/35,0.26305633783340454,0.39549511671066284,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/36,0.18812678754329681,0.1887912154197693,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/37,0.5263951420783997,0.41634446382522583,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/38,0.00023977606906555593,0.0004393495910335332,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/39,0.7936242818832397,0.8646202683448792,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/40,0.9408683180809021,0.8618990778923035,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/41,0.25608953833580017,0.24678006768226624,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/42,0.981050968170166,0.9715456366539001,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/43,0.016097811982035637,0.07041370868682861,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/44,0.2634935975074768,0.22932416200637817,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/45,0.40297695994377136,0.25967133045196533,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/46,0.985301673412323,0.979408323764801,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/47,0.18737882375717163,0.2506045997142792,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/48,0.2903759181499481,0.36924681067466736,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/49,0.9868593215942383,0.9726312756538391,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/50,0.44389989972114563,0.35181549191474915,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/51,0.4215311110019684,0.4759017527103424,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/52,0.25829604268074036,0.3505503535270691,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/53,0.07150202244520187,0.06060746684670448,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/54,0.5422570705413818,0.3744409680366516,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/55,0.3209429681301117,0.40731847286224365,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/56,0.2180270403623581,0.3726497292518616,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/57,0.1481618583202362,0.2515670359134674,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/58,0.9365572929382324,0.9452530145645142,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/59,0.6893662214279175,0.5002611875534058,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/60,0.6288321018218994,0.7989282608032227,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/61,0.11364714056253433,0.2814154326915741,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/62,0.28997406363487244,0.3061440587043762,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/63,0.947777509689331,0.9519038796424866,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/64,0.17834927141666412,0.17308703064918518,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/65,0.9470534324645996,0.9457709193229675,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/66,0.6126697659492493,0.6076352596282959,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/67,0.5702856183052063,0.37465566396713257,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/68,0.15201131999492645,0.16432172060012817,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/69,0.2568371891975403,0.22579455375671387,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/70,0.9975244402885437,0.9976062774658203,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/71,0.7438503503799438,0.7078025341033936,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/72,0.3363721966743469,0.4861401617527008,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/73,0.9961936473846436,0.9939957857131958,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/74,0.30394411087036133,0.29081910848617554,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/75,0.6106265783309937,0.5941704511642456,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/76,0.3922092616558075,0.38980552554130554,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/77,0.2002076357603073,0.21091638505458832,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/78,0.9140464067459106,0.9283290505409241,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/79,0.9002475142478943,0.8983232378959656,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/80,0.9477798342704773,0.94023197889328,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/81,0.1263696551322937,0.18798065185546875,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/82,0.1709829419851303,0.2518310546875,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/83,0.9479542374610901,0.7803522944450378,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/84,0.4252988398075104,0.3826082646846771,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/85,0.7398722767829895,0.7830140590667725,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/86,0.7722447514533997,0.7913480401039124,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/87,0.11018906533718109,0.16112419962882996,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/88,0.5270835757255554,0.5626622438430786,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/89,0.09374845772981644,0.13624487817287445,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/90,0.250558078289032,0.2574097514152527,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/91,0.2084043025970459,0.3478991687297821,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/92,0.02010939083993435,0.01700182631611824,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/93,0.3611556589603424,0.25666651129722595,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/94,0.6429046392440796,0.609346330165863,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/95,0.2213500440120697,0.19915735721588135,True,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/96,0.695189356803894,0.8611701130867004,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/97,0.6877945065498352,0.6610256433486938,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/98,0.23239946365356445,0.3680117428302765,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/99,0.2206268161535263,0.5819867253303528,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/100,0.3467925488948822,0.30271774530410767,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/101,0.07336308062076569,0.1655838042497635,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/102,0.21690422296524048,0.16476301848888397,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
high_school_statistics/103,0.856691837310791,0.7826859951019287,False,Qwen/Qwen2.5-1.5B,0.1,1,0,43
