item_id,y_clean,y_obs,contaminated,model,pi,dose,mix
college_biology/65,0.06687655299901962,0.09659941494464874,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/66,0.45218977332115173,0.3881438374519348,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/67,0.09599027782678604,0.1047811433672905,True,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/68,0.9743385910987854,0.950169026851654,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/69,0.7711538076400757,0.792815625667572,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/70,0.6964226961135864,0.8873563408851624,True,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/71,0.4819801449775696,0.5029438138008118,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/72,0.8025171756744385,0.9148908853530884,True,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/73,0.4076455235481262,0.25753846764564514,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/74,0.16861870884895325,0.14312177896499634,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/75,0.23429778218269348,0.3564424216747284,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/76,0.9984461665153503,0.9923461675643921,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/77,0.6418440937995911,0.8358353972434998,True,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/78,0.17672082781791687,0.16065768897533417,True,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/79,0.17758825421333313,0.15098126232624054,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/80,0.07502078264951706,0.07990875095129013,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/81,0.9242544174194336,0.9275727272033691,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/82,0.9991220831871033,0.9960030913352966,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/83,0.586393415927887,0.6199233531951904,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/84,0.9186782240867615,0.7640729546546936,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/85,0.5162244439125061,0.6253757476806641,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/86,0.9649735689163208,0.9538168907165527,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/87,0.760348379611969,0.8893284201622009,True,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/88,0.9953727126121521,0.9875061511993408,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/89,0.663116991519928,0.7511565685272217,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/90,0.4695224463939667,0.48076295852661133,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/91,0.9989527463912964,0.9945040941238403,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/92,0.9943270087242126,0.9813014268875122,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/93,0.016398847103118896,0.041965194046497345,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/94,0.9911707639694214,0.9905085563659668,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/95,0.3826534152030945,0.24249908328056335,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/96,0.35228127241134644,0.41052818298339844,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/97,0.832207202911377,0.5968801975250244,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/98,0.09541411697864532,0.2641218304634094,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/99,0.9876673221588135,0.9698010087013245,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/100,0.350065678358078,0.4131041169166565,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/101,0.23291665315628052,0.25200048089027405,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/102,0.8356863856315613,0.8299723863601685,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/103,0.2827049791812897,0.30853700637817383,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/104,0.9078003168106079,0.8988865613937378,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/105,0.893564760684967,0.7944445013999939,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/106,0.24730992317199707,0.21070526540279388,True,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/107,0.03631003201007843,0.03531844913959503,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/108,0.043180886656045914,0.04043152555823326,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/109,0.7383955121040344,0.8371527791023254,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/110,0.13269832730293274,0.15530061721801758,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/111,0.9942359328269958,0.9950422048568726,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/112,0.877133309841156,0.8419746160507202,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/113,0.9935070276260376,0.968923032283783,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/114,0.9952492713928223,0.9954414367675781,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/115,0.056575071066617966,0.07421298325061798,True,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/116,0.054964613169431686,0.13824936747550964,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/117,0.996276319026947,0.9817236661911011,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/118,0.41184571385383606,0.5212262272834778,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/119,0.32312560081481934,0.3496779799461365,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/120,0.9000909328460693,0.9463571310043335,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/121,0.9567056894302368,0.9397612810134888,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/122,0.19883993268013,0.08540713042020798,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/123,0.9975612163543701,0.9855190515518188,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/124,0.11289273947477341,0.08920201659202576,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/125,0.44049930572509766,0.4776507616043091,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/126,0.9174318909645081,0.7512513399124146,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/127,0.43992528319358826,0.3346432149410248,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/128,0.38937798142433167,0.3539018929004669,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/129,0.9227985739707947,0.8771765828132629,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/130,0.6703242659568787,0.7357317805290222,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/131,0.17096365988254547,0.1405491828918457,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/132,0.7970154285430908,0.7461427450180054,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/133,0.9328098893165588,0.4731239378452301,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/134,0.9701429605484009,0.9825929403305054,True,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/135,0.25039973855018616,0.46601730585098267,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/136,0.24158082902431488,0.20871403813362122,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/137,0.5041355490684509,0.49360501766204834,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/138,0.9959501028060913,0.9869089722633362,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/139,0.43389633297920227,0.5416193604469299,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/140,0.9295797944068909,0.9069797992706299,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/141,0.9950695037841797,0.9917817711830139,True,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/142,0.7677395343780518,0.6215744614601135,False,Qwen/Qwen2.5-1.5B,0.1,1,0
college_biology/143,0.39515912532806396,0.31932884454727173,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/0,0.43577998876571655,0.5327034592628479,True,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/1,0.19498397409915924,0.21847784519195557,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/2,0.05701562389731407,0.05511899292469025,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/3,0.5908172726631165,0.6343722939491272,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/4,0.9935749173164368,0.9955382943153381,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/5,0.8247880935668945,0.7164637446403503,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/6,0.6591474413871765,0.6500280499458313,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/7,0.959632933139801,0.9514267444610596,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/8,0.9970439076423645,0.9883034229278564,True,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/9,0.6464952826499939,0.7642971277236938,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/10,0.6742181181907654,0.8509053587913513,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/11,0.0021052269730716944,0.030476409941911697,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/12,0.2708399295806885,0.2943318784236908,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/13,0.3642736077308655,0.44098588824272156,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/14,0.19903677701950073,0.119202621281147,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/15,0.040165144950151443,0.09958537667989731,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/16,0.3934416174888611,0.2804601490497589,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/17,0.4663226902484894,0.4531613886356354,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/18,0.4280382990837097,0.35720252990722656,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/19,0.3161003887653351,0.20999962091445923,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/20,0.45912471413612366,0.3110966682434082,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/21,0.1400909721851349,0.22016902267932892,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/22,0.20636895298957825,0.19312067329883575,True,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/23,0.4039016664028168,0.35883045196533203,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/24,0.20836740732192993,0.25603538751602173,True,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/25,0.3693895936012268,0.30844640731811523,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/26,0.029914185404777527,0.05420316010713577,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/27,0.5076839327812195,0.4107569456100464,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/28,0.4968160092830658,0.36600884795188904,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/29,0.32959404587745667,0.30954834818840027,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/30,0.32638680934906006,0.32723474502563477,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/31,0.4095306396484375,0.2700060307979584,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/32,0.2523258626461029,0.32100337743759155,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/33,0.4108283221721649,0.37315574288368225,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/34,0.031433191150426865,0.01103732455521822,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/35,0.26305633783340454,0.3765115439891815,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/36,0.18812678754329681,0.1425892412662506,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/37,0.5263951420783997,0.4301687777042389,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/38,0.00023977606906555593,0.0009194241720251739,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/39,0.7936242818832397,0.8829118609428406,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/40,0.9408683180809021,0.8411692976951599,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/41,0.25608953833580017,0.2203426957130432,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/42,0.981050968170166,0.9707463979721069,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/43,0.016097811982035637,0.05609381943941116,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/44,0.2634935975074768,0.16269640624523163,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/45,0.40297695994377136,0.31993818283081055,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/46,0.985301673412323,0.9758307337760925,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/47,0.18737882375717163,0.346034437417984,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/48,0.2903759181499481,0.35763782262802124,True,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/49,0.9868593215942383,0.966691792011261,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/50,0.44389989972114563,0.4064338207244873,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/51,0.4215311110019684,0.5012645125389099,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/52,0.25829604268074036,0.4463483393192291,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/53,0.07150202244520187,0.05134950205683708,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/54,0.5422570705413818,0.2988797724246979,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/55,0.3209429681301117,0.3911791443824768,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/56,0.2180270403623581,0.3369494378566742,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/57,0.1481618583202362,0.28664013743400574,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/58,0.9365572929382324,0.9103612303733826,True,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/59,0.6893662214279175,0.5367952585220337,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/60,0.6288321018218994,0.7647864818572998,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/61,0.11364714056253433,0.2548132538795471,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/62,0.28997406363487244,0.26030606031417847,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/63,0.947777509689331,0.9593513011932373,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/64,0.17834927141666412,0.19161735475063324,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/65,0.9470534324645996,0.9579340219497681,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/66,0.6126697659492493,0.6554876565933228,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/67,0.5702856183052063,0.4365689754486084,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/68,0.15201131999492645,0.1379590779542923,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/69,0.2568371891975403,0.27153119444847107,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/70,0.9975244402885437,0.9959877133369446,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/71,0.7438503503799438,0.6596303582191467,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/72,0.3363721966743469,0.5883908867835999,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/73,0.9961936473846436,0.9887423515319824,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/74,0.30394411087036133,0.22598479688167572,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/75,0.6106265783309937,0.6345878839492798,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/76,0.3922092616558075,0.3865092694759369,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/77,0.2002076357603073,0.20165328681468964,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/78,0.9140464067459106,0.9378466606140137,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/79,0.9002475142478943,0.8430672287940979,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/80,0.9477798342704773,0.9214181303977966,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/81,0.1263696551322937,0.22846639156341553,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/82,0.1709829419851303,0.2734174132347107,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/83,0.9479542374610901,0.8318043351173401,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/84,0.4252988398075104,0.490243524312973,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/85,0.7398722767829895,0.7756578922271729,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/86,0.7722447514533997,0.8242512941360474,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/87,0.11018906533718109,0.1724776327610016,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/88,0.5270835757255554,0.5258683562278748,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/89,0.09374845772981644,0.08102309703826904,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/90,0.250558078289032,0.22008571028709412,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/91,0.2084043025970459,0.3374350965023041,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/92,0.02010939083993435,0.010851475410163403,True,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/93,0.3611556589603424,0.25319963693618774,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/94,0.6429046392440796,0.5788390040397644,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/95,0.2213500440120697,0.16236995160579681,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/96,0.695189356803894,0.8588064312934875,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/97,0.6877945065498352,0.7215498089790344,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/98,0.23239946365356445,0.38946542143821716,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/99,0.2206268161535263,0.5742897391319275,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/100,0.3467925488948822,0.25579503178596497,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/101,0.07336308062076569,0.15311411023139954,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/102,0.21690422296524048,0.17412471771240234,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/103,0.856691837310791,0.7249099016189575,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/104,0.5793498158454895,0.49979284405708313,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/105,0.5001763105392456,0.5695608854293823,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/106,0.5115229487419128,0.6041316390037537,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/107,0.18790684640407562,0.27649471163749695,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/108,0.45827358961105347,0.42042410373687744,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/109,0.23784181475639343,0.13360293209552765,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/110,0.473050594329834,0.5287308692932129,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/111,0.34503692388534546,0.22542355954647064,False,Qwen/Qwen2.5-1.5B,0.1,1,0
high_school_statistics/112,0.21354682743549347,0.22669239342212677,False,Qwen/Qwen2.5-1.5B,0.1,1,0
